crc32,savetype_code,rtc,description
195d7ea7,2,0,"Fruits Mura no Doubutsu-tachi (Japan, rev. 2)"
2cda40e1,1,0,Fushigi no Kuni no Alice - Alice's Adventures in Wonderland (Japan)
803fc474,3,0,Fushigi no Kuni no Angelique (Japan)
6026eecd,1,0,Futari wa Pretty Cure - Arienaai! Yume no Sono wa Daimeikyuu (Japan)
541c18f9,2,0,Futari wa Pretty Cure Max Heart - Maji? Maji?! Fight de IN Janai (Japan)
eb9f6f11,5,0,Gachasute! Dino Device - Blue (Japan)
dda5ec5e,5,0,Gachasute! Dino Device - Red (Japan)
a63dfd2c,1,0,Gachasute! Dino Device 2 - Dragon (Japan)
67e21bfe,1,0,Gachasute! Dino Device 2 - Phoenix (Japan)
81de0c16,3,0,Gachinko Pro Yakyuu (Japan)
d2bc5027,3,0,Gadget Racers (Europe)
95dd156a,3,0,Gadget Racers (USA)
5847a906,2,0,Gakkou no Kaidan - Hyakuyoubako no Fuuin (Japan)
6eb70422,2,0,Gakkou o Tsukurou!! Advance (Japan)
aab51f8c,3,0,Gakuen Alice - Dokidoki Fushigi Taiken (Japan)
8cb61158,3,0,"Gakuen Alice - Dokidoki Fushigi Taiken (Japan, rev. 1)"
82983321,1,0,Gakuen Senki Muryou (Japan)
b99e2333,1,0,"Galaxy Angel Game Boy Advance - Moridakusan Tenshi no Full-Course - Okawari
			Jiyuu (Japan)"
4d8f49f9,1,0,Galidor - Defenders of the Outer Dimension (USA)
8a879018,2,0,Gambler Densetsu Tetsuya - Yomigaeru Densetsu (Japan)
85c837af,3,0,Game & Watch Gallery Advance (Europe)
7e90cea2,3,0,Game & Watch Gallery 4 (USA)
ffbd4da9,0,0,Game Boy Advance Video - All Grown Up! - Volume 1 (USA)
fc042f18,0,0,Game Boy Advance Video - Cartoon Network Collection - Edition Platinum (France)
58f1cde8,0,0,Game Boy Advance Video - Cartoon Network Collection - Edition Premium (France)
71154d42,0,0,Game Boy Advance Video - Cartoon Network Collection - Edition Speciale (France)
5d918b2d,0,0,Game Boy Advance Video - Cartoon Network Collection - Limited Edition (USA)
6443554b,0,0,"Game Boy Advance Video - Cartoon Network Collection - Platinum Edition (Europe,
			USA)"
f2825729,0,0,"Game Boy Advance Video - Cartoon Network Collection - Premium Edition (Europe,
			USA)"
e9b7b8a4,0,0,"Game Boy Advance Video - Cartoon Network Collection - Special Edition (Europe,
			USA)"
91f39447,0,0,Game Boy Advance Video - Cartoon Network Collection - Volume 1 (USA)
4bfaa8de,0,0,"Game Boy Advance Video - Cartoon Network Collection - Volume 2 (Europe, USA)"
4463f345,0,0,"Game Boy Advance Video - Codename - Kids Next Door - Volume 1 (Europe, USA)"
7cc985cb,0,0,Game Boy Advance Video - Disney Channel Collection - Volume 1 (USA)
60dfd79c,0,0,Game Boy Advance Video - Disney Channel Collection - Volume 2 (USA)
dd6a7fcc,0,0,Game Boy Advance Video - Dora the Explorer - Volume 1 (USA)
da559199,0,0,Game Boy Advance Video - Dragon Ball GT - Volume 1 (USA)
6fbf5ceb,0,0,Game Boy Advance Video - Nicktoons - Volume 3 (USA)
5d47676f,0,0,Game Boy Advance Video - Nicktoon's Collection - Volume 1 (USA)
65deeeb6,0,0,Game Boy Advance Video - Nicktoon's Collection - Volume 2 (USA)
a59ef954,0,0,"Game Boy Advance Video - Pokémon: For Ho-Oh the Bells Toll! + A Hot Water
			Battle (USA)"
0da1a383,0,0,Game Boy Advance Video - Pokémon: Johto Photo Finish + Playing with Fire! (USA)
a36aa9c5,0,0,"Game Boy Advance Video - Pokémon: Pokémon - I Choose You + Here Comes the
			Squirtle Squad (USA)"
be468496,0,0,"Game Boy Advance Video - Pokémon: Beach Blank-out Blastoise + Go West Young
			Meowth (USA)"
d2cf417a,0,0,"Game Boy Advance Video - Shark Tale (USA, rev. 6)"
01468820,0,0,"Game Boy Advance Video - Shark Tale (USA, rev. 5)"
4010e9fa,0,0,"Game Boy Advance Video - Shrek (USA, rev. 6)"
690176e5,0,0,Game Boy Advance Video - Shrek (USA)
925b6c02,0,0,"Game Boy Advance Video - Shrek 2 (USA, rev. 6)"
0d353654,0,0,Game Boy Advance Video - Shrek 2 (USA)
aadb3e3d,0,0,"Game Boy Advance Video - Shrek + Shark Tale (USA, rev. 5)"
363c3eb8,0,0,Game Boy Advance Video - Sonic X - Volume 1 (USA)
d47bf1d4,0,0,"Game Boy Advance Video - SpongeBob SquarePants - Volume 1 (USA, rev. 1)"
7074364a,0,0,"Game Boy Advance Video - SpongeBob SquarePants - Volume 2 (USA, rev. 1)"
9772ca45,0,0,Game Boy Advance Video - SpongeBob SquarePants - Volume 3 (USA)
ff7582ef,0,0,Game Boy Advance Video - Strawberry Shortcake - Volume 1 (USA)
d743a070,0,0,"Game Boy Advance Video - Super Robot Monkey Team - Hyper Force Go! - Volume 1
			(USA)"
1ee78166,0,0,"Game Boy Advance Video - Teenage Mutant Ninja Turtles - Le Demenagement
			(France)"
046589c8,0,0,"Game Boy Advance Video - Teenage Mutant Ninja Turtles - Things Change (Europe,
			USA)"
0e556edf,0,0,"Game Boy Advance Video - The Adventures of Jimmy Neutron Boy Genius - Volume 1
			(USA)"
7958df20,0,0,Game Boy Advance Video - The Fairly OddParents! - Volume 1 (USA)
bbcbc6fd,0,0,"Game Boy Advance Video - The Fairly OddParents! - Volume 2 (USA, rev. 1)"
c6a91365,0,0,Game Boy Advance Video - The Proud Family - Volume 1 (USA)
c9b6ccf1,0,0,Game Boy Advance Video - Yu-Gi-Oh! - Yugi vs. Joey (France)
8d631f4e,0,0,"Game Boy Advance Video - Yu-Gi-Oh! - Yugi vs. Joey (Europe, USA)"
49ee1fdd,5,0,Game Boy Wars Advance 1+2 (Japan)
68d63d5f,0,0,Games Explosion! (USA)
276e5814,2,0,Ganbare! Dodge Fighters (Japan)
f7cd830c,0,0,"Garfield - The Search for Pooky (Europe, rev. 2)"
387eb638,0,0,"Garfield - The Search for Pooky (Europe, rev. 1)"
ce9291f1,0,0,Garfield - The Search for Pooky (Europe)
76035741,0,0,Garfield - The Search for Pooky (USA)
f0ba1a8e,1,0,Garfield and his Nine Lives (Europe)
d442f13d,1,0,Garfield and his Nine Lives (USA)
e99de964,1,0,Gauntlet - Dark Legacy (USA)
7f2b2657,3,0,GeGeGe no Kitarou - Kikiippatsu! Youkai Rettou (Japan)
2fb5b819,0,0,Gekido Advance - Kintaro's Revenge (Europe)
6bbc5f4d,0,0,Gekido Advance - Kintaro's Revenge (USA)
3e04fdc7,2,0,Gekitou Densetsu Noah - Dream Management (Japan)
321b19b6,2,0,Gekitou! Car Battler Go!! (Japan)
2eb60177,1,0,Gem Smashers (USA)
580a00a5,4,0,Genseishin Justirisers - Souchaku! Chikyuu no Senshi-tachi (Japan)
1dfbd741,2,0,Gensou Maden Saiyuuki - Hangyaku no Toushin-taishi (Japan)
5e67aab4,0,0,Gensou Suikoden - Card Stories (Japan)
9cf6887c,4,0,Get Ride! Amdriver - Senkou no Hero Tanjou! (Japan)
66d6e299,3,0,Get Ride! Amdriver - Shutsugeki! Battle Party (Japan)
41ea70a3,2,0,Get! - Boku no Mushi Tsukamaete (Japan)
205c9f56,3,0,GetBackers Dakkanya - Jagan Fuuin! (Japan)
c0a0a979,5,0,GetBackers Dakkanya - Jigoku no Scaramouche (Japan)
91dad468,4,0,GetBackers Dakkanya - Metropolis Dakkan Sakusen! (Japan)
cf190f2e,1,0,"Ghost Rider (Europe, USA)"
81ea54e2,1,0,Ghost Trap (Japan)
383cf600,1,0,Global Star - Sudoku Fever (Europe)
51a42f19,1,0,Global Star - Sudoku Fever (USA)
84adb2c3,0,0,Glory Days (Europe)
dff3e861,1,0,Go! Go! Beckham! - Adventure on Soccer Island (Europe)
7c43545e,0,0,Godzilla - Domination! (Europe)
eade083f,0,0,Godzilla - Domination! (USA)
86d6c574,2,0,Goemon - New Age Shutsudou! (Japan)
3157a4fc,0,0,Godzilla - Kaijuu Dairantou Advance (Japan)
56b9e9e1,0,0,"Golden Nugget Casino (Europe, USA)"
e1fb68e8,5,0,"Golden Sun (Europe, USA)"
f6521161,5,0,Golden Sun (France)
1053dce4,5,0,Golden Sun (Germany)
f3128812,5,0,Golden Sun (Italy)
c63008d6,5,0,Golden Sun (Spain)
606a1c4d,5,0,"Golden Sun - The Lost Age (Europe, USA)"
d981d889,5,0,Golden Sun - Die Vergessene Epoche (Germany)
1090bd33,5,0,Golden Sun - L'Age Perdu (France)
a3e49743,5,0,Golden Sun - L'Era Perduta (Italy)
ee38ba94,5,0,Golden Sun - La Edad Perdida (Spain)
4851b490,0,0,"GP-1 Racing (USA, prototype)"
3722bdfa,1,0,Gradius Advance (Europe)
8103428d,1,0,Gradius Galaxies (USA)
6c20ea42,1,0,Gradius Generation (Japan)
4189e07f,1,0,Grand Theft Auto Advance (Europe)
1fa131e8,1,0,Grand Theft Auto Advance (USA)
379e64d7,3,0,Greatest Nine (Japan)
e4ae2cd1,1,0,Green Eggs and Ham by Dr. Seuss (USA)
649f7bb2,2,0,Greg Hastings' Tournament Paintball Max'd (USA)
68ae6bbb,0,0,"Gremlins - Stripe vs Gizmo (Europe, prototype)"
b6225186,0,0,Gremlins - Stripe vs Gizmo (Europe)
5e72899a,0,0,Gremlins - Stripe vs Gizmo (USA)
155587bc,1,0,The Grim Adventures of Billy & Mandy (USA)
e7421b14,3,0,Groove Adventure Rave - Hikari to Yami no Daikessen (Japan)
006f9150,3,0,Groove Adventure Rave - Hikari to Yami no Daikessen 2 (Japan)
8c411acc,0,0,"GT Advance - Championship Racing (Europe, USA)"
73411578,1,0,GT Advance 2 - Rally Racing (Europe)
f335db88,1,0,GT Advance 2 - Rally Racing (USA)
03898e7f,1,0,GT Advance 3 - Pro Concept Racing (Europe)
0a331e11,1,0,GT Advance 3 - Pro Concept Racing (USA)
e92ec7aa,1,0,GT Championship (Europe)
e027657a,0,0,"GT Racers (Europe, prototype, 20050713)"
a0f745a0,0,0,"GT Racers (Europe, prototype, 20051014)"
362d9f86,0,0,GT Racers (Europe)
ba95861d,5,0,Guilty Gear X - Advance Edition (Europe)
4506ada8,0,0,"Guilty Gear X - Advance Edition (Japan, prototype)"
160903ee,5,0,Guilty Gear X - Advance Edition (Japan)
70db3f96,5,0,Guilty Gear X - Advance Edition (USA)
2b7e3ccb,1,0,Gumby vs. the Astrobots (USA)
8c541d13,2,0,Gunstar Future Heroes (Europe)
6d4307f7,2,0,Gunstar Super Heroes (Japan)
7cd86b02,2,0,Gunstar Super Heroes (USA)
cdd2e273,3,0,Guranbo (Japan)
30d04ad9,5,0,Guru Logic Champ (Japan)
a0f4801f,3,0,"Gyakuten Saiban (Japan, rev. 1)"
c88f0952,3,0,Gyakuten Saiban (Japan)
191ad26a,3,0,Gyakuten Saiban 2 (Japan)
51b6cf22,3,0,Gyakuten Saiban 3 (Japan)
47c45b41,1,0,Hachiemon (Japan)
a8cda373,1,0,Hagane no Renkinjutsushi - FullMetal Alchemist - Meisou no Rondo (Japan)
c6144316,1,0,Hagane no Renkinjutsushi - FullMetal Alchemist - Omoide no Sonata (Japan)
782dc7eb,2,0,Hajime no Ippo - The Fighting! (Japan)
5875c07a,3,0,Hamepane - Tokyo Mew Mew (Japan)
8173f699,3,0,Hamster Club 3 (Japan)
69cf5afb,3,0,Hamster Club 4 (Japan)
617724c5,3,0,Hamster Monogatari 2 GBA (Japan)
c99d3787,2,0,Hamster Monogatari 3 GBA (Japan)
5dcbcc79,1,0,"Hamster Monogatari 3EX, 4, Special (Japan)"
35584ea6,2,0,Hamster Monogatari Collection (Japan)
0e9d0144,2,0,Hamster Paradise - Pure Heart (Japan)
902befb0,2,0,Hamster Paradise Advanchu (Japan)
d9341d9c,3,0,Hamtaro - Ham-Ham Games (Europe)
cc1cf806,3,0,Hamtaro - Ham-Ham Games (USA) ~ Tottoko Hamtarou: Ham Ham Sports (Japan)
ecbd80ea,3,0,Hamtaro - Ham-Ham Heartbreak (Europe)
cd48b673,3,0,Hamtaro - Ham-Ham Heartbreak (USA)
5d051081,3,0,Hamtaro - Rainbow Rescue (Europe)
173a6c4a,4,0,Hanabi Hyakkei Advance (Japan)
de7b8dcd,1,0,Hanafuda Trump Mahjong - Depachika Wayouchuu (Japan)
7a53173c,1,0,Happy Feet (Europe)
682617cf,1,0,Happy Feet (USA)
5466c757,1,0,"Hardcore Pinball (Europe, USA)"
2be4f2bc,0,0,Hardcore Pool (Europe)
44779175,0,0,Hardcore Pool (France)
37b20866,0,0,Harlem Globetrotters - World Tour (Europe)
737c286f,0,0,Harlem Globetrotters - World Tour (USA)
f54976c8,3,0,Harobots - Robo Hero Battling!! (Japan)
342816db,1,0,"Harry Potter and the Chamber of Secrets (Europe, USA)"
c0bccaad,2,0,"Harry Potter and the Prisoner of Azkaban (Europe, USA)"
f755065c,1,0,Harry Potter and the Philosopher's Stone (Europe)
a069750d,1,0,Harry Potter to Kenja no Ishi (Japan)
b485dabf,1,0,Harry Potter to Himitsu no Heya (Japan)
486041a4,1,0,"Harry Potter - Quidditch World Cup (Europe, USA)"
c1f26f37,1,0,Harry Potter - Quidditch World Cup (Japan)
42e590d6,2,0,Harry Potter to Azkaban no Shuujin (Japan)
052708d7,1,0,"Harry Potter and the Goblet of Fire (Europe, USA)"
302b8b3d,1,0,Harry Potter and the Order of the Phoenix (Europe)
ffa9f4fb,2,0,Harry Potter Collection (Europe)
f50f82ad,3,0,Harvest Moon - Friends of Mineral Town (Europe)
c11757d7,3,0,Harvest Moon - Friends of Mineral Town (Germany)
8e923168,3,0,Harvest Moon - Friends of Mineral Town (USA)
1736b957,3,0,Harvest Moon - More Friends of Mineral Town (USA)
6139e34d,3,0,Hatena Satena (Japan)
debc5439,0,0,"The Haunted Mansion (USA, prototype)"
e8c44fb8,1,0,Heidi (Europe)
9c45920e,0,0,"Hello Kitty - Happy Party Pals (Europe, English)"
1a080c10,0,0,"Hello Kitty - Happy Party Pals (Europe, English / French / German / Spanish)"
e49c45a0,0,0,Hello Kitty - Happy Party Pals (USA)
c8f4d874,2,0,Hello Kitty Collection - Miracle Fashion Maker (Japan)
304bdfc3,2,0,Hello! Idol Debut - Kids Idol Ikusei Game (Japan)
2521a98c,1,0,Herbie - Fully Loaded (Europe)
9c6a3dd1,1,0,Herbie - Fully Loaded (USA)
2b666fed,0,0,Hey Arnold! - The Movie (Europe)
59dfab9e,0,0,Hey Arnold! - The Movie (USA)
9e4773ba,0,0,"Hey Arnold! - The Movie (Europe, prototype)"
e5531d04,1,0,Hi Hi Puffy AmiYumi - Kaznapped! (Europe)
90239c3d,1,0,Hi Hi Puffy AmiYumi (Japan)
e613aa43,1,0,Hi Hi Puffy AmiYumi - Kaznapped! (USA)
c23ac287,2,0,"Higanbana (Japan, rev. 1)"
6ea3f4e4,1,0,"High Heat Major League Baseball 2002 (Europe, USA)"
59d72cb9,2,0,High Heat Major League Baseball 2003 (USA)
0d9043a4,2,0,High Heat Major League Baseball 2003 (Japan)
7b31d4da,1,0,High School Musical (USA)
c340d5f7,1,0,"High School Musical (USA, prototype)"
4955fa1b,0,0,"Hikaru no Go (Japan, promotional demo)"
5a6c7537,3,0,Hikaru no Go (Japan)
53116fd7,3,0,"Hikaru no Go (Japan, rev. 1)"
04129a22,3,0,Hikaru no Go 2 (Japan)
8ea9afcc,2,0,Himawari Doubutsu Byouin - Pet no Oishasan Ikusei Game (Japan)
46810f68,3,0,Hime Kishi Monogatari - Princess Blue (Japan)
d4eac9b1,2,0,Hitsuji no Kimochi. (Japan)
eacdfe0f,1,0,The Hobbit (Europe)
d3f654b3,1,0,The Hobbit (USA)
65fb830a,1,0,Hobbit no Bouken - Lord of the Rings - Hajimari no Monogatari (Japan)
d88feb4e,0,0,Disney's Home on the Range (Europe)
dbd4a6cb,0,0,Disney's Home on the Range (USA)
5b2b4452,2,0,Horsez (USA)
683d772c,3,0,"Hoshi no Kirby - Kagami no Daimeikyuu (Japan, rev. 1)"
bf80f1a1,3,0,"Hoshi no Kirby - Kagami no Daimeikyuu (Japan, demo?)"
c55a3c2c,3,0,Hoshi no Kirby - Yume no Izumi Deluxe (Japan)
99175c62,1,0,"Hot Potato! (Europe, English)"
2eb72b95,1,0,"Hot Potato! (Europe, English / French / German)"
5acb7a95,1,0,Hot Potato! (USA)
74e787dc,0,0,Hot Wheels - All Out (Europe)
c73658f9,0,0,Hot Wheels - All Out (USA)
4764d029,1,0,Hot Wheels - Burnin' Rubber (Europe)
37dcbb0d,1,0,Hot Wheels - Burnin' Rubber (USA)
d0ab6a37,0,0,"Hot Wheels - Stunt Track Challenge (Europe, USA)"
a7ddbca3,0,0,Hot Wheels - Velocity X (Europe)
9592f553,0,0,Hot Wheels - Velocity X (USA)
b9f17f8f,0,0,Hot Wheels - World Race (Europe)
cb313505,0,0,Hot Wheels - World Race (USA)
f79ffedf,1,0,Hot Wheels Advance (Japan)
9d22604d,0,0,Hudson Best Collection Vol. 1 - Bomberman Collection (Japan)
87390220,0,0,Hudson Best Collection Vol. 2 - Lode Runner Collection (Japan)
c207a245,0,0,Hudson Best Collection Vol. 3 - Action Collection (Japan)
6472067a,0,0,Hudson Best Collection Vol. 4 - Nazotoki Collection (Japan)
39d88481,0,0,Hudson Best Collection Vol. 5 - Shooting Collection (Japan)
c51cd05f,0,0,Hudson Best Collection Vol. 6 - Bouken-jima Collection (Japan)
b34a2071,0,0,Hugo - Bukkazoom! (Europe)
9e9d5ad7,1,0,Hugo - The Evil Mirror Advance (Europe)
ed5ca311,1,0,Hugo - The Evil Mirror Advance (USA)
86c21aeb,3,0,"Hunter X Hunter - Minna Tomodachi Daisakusen!! (Japan, rev. 1)"
af22a5ea,3,0,Hunter X Hunter - Minna Tomodachi Daisakusen!! (Japan)
1a8b6863,2,0,Hyper Sports 2002 Winter (Japan)
946d2cbb,1,0,I Spy Challenger! (USA)
10179d72,0,0,Ice Age (Europe)
6d457f4c,0,0,Ice Age (Japan)
3fc99714,0,0,Ice Age (USA)
58043308,1,0,Ice Age 2 - The Meltdown (Europe)
000206c0,1,0,Ice Age 2 - The Meltdown (USA)
14c23257,1,0,"Ice Nine (Europe, USA)"
7e00422c,1,0,The Incredible Hulk (Europe)
0b978dfa,1,0,The Incredible Hulk (USA)
194d5f6c,0,0,"The Incredibles (Europe, USA)"
77cbdc3b,0,0,"The Incredibles (Europe, French / Dutch)"
bdc06e57,0,0,Die Unglaublichen (Germany)
615839ef,0,0,Gli Incredibili - Una 'Normale' Famiglia di Supereroi (Italy)
fc6ccadb,0,0,Los Increibles (Spain)
2d806290,0,0,"The Incredibles - Rise of the Underminer (Europe, USA)"
096f98b6,0,0,"The Incredibles - Rise of the Underminer (Europe, English / French / German /
			Italian / Dutch / Spanish / Portuguese)"
23110a94,3,0,Initial D - Another Stage (Japan)
406aa0c6,0,0,Inspector Gadget - Advance Mission (Europe)
ef131209,0,0,Inspector Gadget - Advance Mission (USA)
b0d1c070,0,0,Inspector Gadget Racing (Europe)
d33a14af,0,0,International Karate Advanced (Europe)
1052a0ea,0,0,International Karate Plus (Europe)
31c4f03b,0,0,International Karate Plus (USA)
9989ce55,2,0,International Superstar Soccer (Europe)
7eb2f6d6,2,0,International Superstar Soccer Advance (Europe)
d473b3c1,3,0,Inukko Club (Japan)
8fcdf69c,3,0,Inuyasha - Naraku no Wana! Mayoi no Mori no Shoutaijou (Japan)
a94d6058,0,0,Invader (Europe)
39a31b68,1,0,"The Invincible Iron Man (Europe, USA)"
34189e74,0,0,"Iridion 3D (Europe, USA)"
57930c6a,0,0,Iridion II (Europe)
dd8a7104,0,0,Iridion II (USA)
326e7a8e,1,0,Iron Kid (Korea)
cb5eff64,3,0,Isseki Hatchou - Kore 1ppon de 8shurui! (Japan)
757a4efb,2,0,"It's Mr. Pants (Europe, USA)"
0524e9ef,3,0,"J.League Pocket (Japan, rev. 1)"
51be73b8,3,0,J.League Pocket (Japan)
dc7d2e4a,3,0,J.League Pocket 2 (Japan)
8bc59927,3,0,J.League Pro Soccer Club o Tsukurou! Advance (Japan)
aee73fe7,2,0,J.League Winning Eleven Advance 2002 (Japan)
13247954,1,0,"Jackie Chan Adventures - Legend of the Darkhand (Europe, USA)"
d5fb19a0,1,0,Les Aventures de Jackie Chan - La Légende de la Main Noire (France)
8ce6bce8,1,0,Jajamaru Jr. Denshouki - Jalecolle mo Arisourou (Japan)
31081996,0,0,James Pond - Codename RoboCod (Europe)
eb25bb5b,0,0,James Pond - Codename RoboCod (USA)
948531d4,1,0,"Jazz Jackrabbit (Europe, USA)"
ae4142b5,1,0,Jet Grind Radio (USA)
716dc010,1,0,Jet Set Radio (Europe)
0ba5809f,5,0,JGTO Kounin Golf Master - Japan Golf Tour Game (Japan)
b863dae1,5,0,JGTO Kounin Golf Master Mobile - Japan Golf Tour Game (Japan)
8bd96db9,2,0,Jikkyou World Soccer Pocket (Japan)
b80aa966,2,0,Jikkyou World Soccer Pocket 2 (Japan)
a9423234,0,0,Jimmy Neutron Boy Genius (Europe)
d3ee0c51,0,0,Jimmy Neutron Boy Genius (USA)
84a4a304,3,0,Jinsei Game Advance (Japan)
07195201,5,0,Jissen Pachi-Slot Hisshouhou! - Juuou Advance (Japan)
0e5c38b7,3,0,Jisu F-Zero Weilai Saiche (China)
96488632,1,0,Jonny Moseley Mad Trix (USA)
e62bffeb,1,0,Juka and the Monophonic Menace (Europe)
0c04a2f9,1,0,Juka and the Monophonic Menace (USA)
9898258b,0,0,Disney's The Jungle Book 2 (Europe)
e9a21637,0,0,Disney's The Jungle Book (USA)
ddceb011,1,0,Jurassic Park III - Dino Attack (Europe)
d18f75e5,1,0,Jurassic Park III - Advanced Action (Japan)
1e7048d2,1,0,Jurassic Park III - Island Attack (USA)
f2bf8990,3,0,Jurassic Park III - Kyouryuu ni Ainiikou! (Japan)
51061eff,3,0,Jurassic Park III - Park Builder (Europe)
edddcf19,3,0,Jurassic Park III - Park Builder (USA)
fe89c986,1,0,Jurassic Park III - The DNA Factor (Europe)
f93dcc2e,1,0,Jurassic Park III - The DNA Factor (USA)
ab6786dd,1,0,Jurassic Park III - Ushinawareta Idenshi (Japan)
7c75555e,1,0,Jurassic Park Institute Tour - Dinosaur Rescue (Japan)
d71c4382,1,0,Justice League - Injustice for All (Europe)
c41081cf,1,0,"Justice League - Injustice for All (USA, prototype)"
b2477b72,1,0,Justice League - Injustice for All (USA)
07090f67,1,0,Justice League Chronicles (USA)
acb22fff,1,0,Justice League Heroes - The Flash (Europe)
87a4d12c,1,0,Justice League Heroes - The Flash (USA)
fbdd4384,2,0,K-1 Pocket Grand Prix (Japan)
19fde4c8,2,0,K-1 Pocket Grand Prix 2 (Japan)
de5987bd,3,0,Kaeru B Back (Japan)
259cdd6f,2,0,Kaiketsu Zorori to Mahou no Yuuenchi - Ohimesama o Sukue! (Japan)
62992510,0,0,"Kaisertal - Fight the Necronis War (Europe, demo)"
82b4f3fa,5,0,Kamaitachi no Yoru Advance (Japan)
906c73ad,3,0,Kami no Kijutsu - Illusion of the Evil Eyes (Japan)
51e7522c,0,0,Kao the Kangaroo (Europe)
f6667b3e,0,0,Kao the Kangaroo (USA)
bf5f326e,3,0,Kappa no Kai-kata - Kaatan Daibouken! (Japan)
63fe3dfe,4,0,"Karnaaj Rally (Europe, USA)"
4f09ca00,3,0,Kawa no Nushi Tsuri 3 & 4 (Japan)
4a8f2f62,2,0,Kawa no Nushi Tsuri 5 - Fushigi no Mori kara (Japan)
2e23c8f5,1,0,Kawaii Koinu Wonderful (Japan)
bc5abd75,1,0,Kawaii Pet Game Gallery (Japan)
c8c8c4c1,1,0,Kawaii Pet Game Gallery 2 (Japan)
39aefb7b,2,0,Kawaii Pet Shop Monogatari 3 (Japan)
b51d97de,1,0,Kaze no Klonoa - Yumemiru Teikoku (Japan)
8d98dc2c,1,0,Kaze no Klonoa G2 - Dream Champ Tournament (Japan)
44db280e,5,0,Keitai Denjuu Telefang 2 - Power (Japan)
8f95ca53,5,0,Keitai Denjuu Telefang 2 - Speed (Japan)
31f85dbe,1,0,"Kelly Slater's Pro Surfer (Europe, USA)"
c026cbbb,3,0,Keroro Gunsou - Taiketsu! Gekisou Keronprix Daisakusen de Arimasu!! (Japan)
3e7d9694,1,0,"Kessaku Sen! - Ganbare Goemon 1, 2 - Yuki Hime to Magginesu (Japan)"
69951aa9,1,0,Kid Paddle (Europe)
6f931445,0,0,Kid's Cards (USA)
a7825224,1,0,Kidou Gekidan Haro Ichiza Haro no Puyo Puyo (Japan)
73bf384b,2,0,Kidou Senshi Gundam Seed - Tomo to Kimi to Koko de. (Japan)
aa250cca,1,0,Kidou Senshi Gundam Seed Destiny (Japan)
b21ee600,2,0,Kidou Tenshi Angelic Layer - Misaki to Yume no Tenshi-tachi (Japan)
185c2eca,0,0,"Kien (USA, prototype)"
a2fa4248,2,0,Kikaika Guntai - Mech Platoon (Japan)
1c61225b,0,0,Kiki KaiKai Advance (Japan)
4f468670,1,0,Kill.Switch (Europe)
2b207d1f,1,0,Kill.Switch (USA)
e6fda065,0,0,Killer 3D Pool (Europe)
1f12d048,0,0,Killer 3D Pool (USA)
48428c2a,0,0,"Disney's Kim Possible (Europe, rev. 1)"
0c35d0fc,0,0,Disney's Kim Possible (Europe)
1a56efbd,0,0,Disney's Kim Possible (USA)
69843f73,1,0,Disney's Kim Possible (Japan)
71c505c8,1,0,Disney's Kim Possible 2 - Drakken's Demise (Europe)
fa946fc6,1,0,Disney's Kim Possible 2 - Drakken's Demise (USA)
fdec60ec,1,0,Disney's Kim Possible III - Team Possible (USA)
37387b19,1,0,"King Kong - The Official Game of the Movie (Europe, English / French / German /
			Spanish / Italian / Dutch)"
17e66b52,1,0,The King of Fighters EX - NeoBlood (Europe)
811ffcfa,0,0,"The King of Fighters EX - NeoBlood (Japan, prototype)"
0814c78d,1,0,The King of Fighters EX - NeoBlood (Japan)
0f960e70,1,0,"The King of Fighters EX - NeoBlood (USA, rev. 1)"
2b92eb8e,1,0,The King of Fighters EX - NeoBlood (USA)
9e8baa87,1,0,The King of Fighters EX2 - Howling Blood (Europe)
dc5beacd,1,0,"The King of Fighters EX2 - Howling Blood (Japan, rev. 1)"
15f8f9d5,1,0,The King of Fighters EX2 - Howling Blood (USA)
7704ff39,1,0,"The King of Fighters EX2 - Howling Blood (USA, prototype, 20030403)"
772d97fb,3,0,Kingdom Hearts - Chain of Memories (Europe)
8d5a0d84,3,0,Kingdom Hearts - Chain of Memories (Japan)
d031ce67,3,0,Kingdom Hearts - Chain of Memories (USA)
40b1dd00,3,0,Kinniku Banzuke - Kimero! Kiseki no Kanzen Seiha (Japan)
94519d2a,3,0,Kinniku Banzuke - Kongou-kun no Daibouken! (Japan)
3fe9c701,1,0,Kinnikuman II-Sei - Seigi Choujin e no Michi (Japan)
4f07c618,3,0,Kirby & the Amazing Mirror (Europe)
9f2a3048,3,0,Kirby & the Amazing Mirror (USA)
3b7a7477,3,0,Kirby - Nightmare in Dream Land (Europe)
20ef3f64,3,0,Kirby - Nightmare in Dream Land (USA)
34d65c0b,2,0,Kisekko Gurumii - Chesty to Nuigurumi-tachi no Mahou no Bouken (Japan)
0c368530,2,0,Kiss x Kiss Seirei Gakuen (Japan)
66f7614b,3,0,Kiwame Mahjong Deluxe - Mirai Senshi 21 (Japan)
69492530,1,0,Klonoa - Empire of Dreams (Europe)
f74e1036,1,0,Klonoa - Empire of Dreams (USA)
8bd23a7f,1,0,Klonoa 2 - Dream Champ Tournament (USA)
e7eaddcc,2,0,Klonoa Heroes - Densetsu no Star Medal (Japan)
f027e89f,0,0,Knights' Kingdom (Europe)
88fe3f31,0,0,Knights' Kingdom (USA)
abd866ea,0,0,The Koala Brothers - Outback Adventures (Europe)
6ec76bce,0,0,The Koala Brothers - Outback Adventures (USA)
