crc32,savetype_code,rtc,description
70f8291f,1,0,Crash Bandicoot Bakusou Nitro Cart (Japan)
f24c8e77,1,0,Crash Bandicoot Fusion (Europe)
3ddf07a1,1,0,"Crash Bandicoot Purple - Ripto's Rampage (USA, rev. A)"
fc284e05,1,0,Crash Bandicoot Purple - Ripto's Rampage (USA)
ccfd654f,1,0,Crash Bandicoot XS (Europe)
03925772,1,0,Crash Nitro Kart (Europe)
e6d58aa0,1,0,Crash Nitro Kart (USA)
d1d07fa6,1,0,Crash of the Titans (Europe)
6f28b009,1,0,Crash of the Titans (USA)
6e936a54,2,0,Crayon Shin-chan - Arashi o Yobu Cinemaland no Daibouken! (Japan)
45c84466,2,0,Crayon Shin-chan - Densetsu o Yobu Omake no Miyako Shockgaan! (Japan)
ff7e2e9b,1,0,"Crazy Chase (Europe, prototype early)"
5f331132,1,0,"Crazy Chase (Europe, prototype)"
313f4ffc,1,0,Crazy Chase (Europe)
caba1db9,1,0,Crazy Chase (USA)
2723236b,1,0,Crazy Frog Racer (Europe)
4aebd704,1,0,Crazy Taxi - Catch a Ride (Europe)
8ec709d6,1,0,Crazy Taxi - Catch a Ride (USA)
4f18f57e,2,0,"Creatures (Europe, English / Italian / Spanish)"
68206301,2,0,"Creatures (Europe, English / French / German)"
a2aad079,3,0,Croket! - Yume no Banker Survival! (Japan)
8d5e08d5,3,0,Croket! 2 - Yami no Bank to Banqueen (Japan)
aec6d07b,3,0,Croket! 3 - Granu Oukoku no Nazo (Japan)
c86bf751,3,0,Croket! 4 - Bank no Mori no Mamorigami (Japan)
f0e81971,3,0,Croket! Great - Toki no Boukensha (Japan)
b9a75ac4,0,0,"Crouching Tiger, Hidden Dragon (Europe)"
204ff8d5,0,0,"Crouching Tiger, Hidden Dragon (USA, prototype)"
579ba507,0,0,"Crouching Tiger, Hidden Dragon (USA)"
5436d5da,0,0,"Cruis'n Velocity (USA, prototype)"
adf14db5,0,0,"Cruis'n Velocity (Europe, USA)"
55fe8579,1,0,Crushed Baseball (USA)
40a0e1c9,0,0,"CT Special Forces (Europe, prototype)"
a20d9adb,0,0,CT Special Forces (Europe)
aea22ae0,0,0,CT Special Forces (USA)
863cbf31,0,0,CT Special Forces - Back to Hell (Europe)
7dc40eda,0,0,CT Special Forces - Bioterror (Europe)
d2b58a33,0,0,CT Special Forces 2 - Back in the Trenches (USA)
4171c811,1,0,Cubix - Robots for Everyone - Clash 'N Bash (USA)
eef104b0,0,0,Curious George (Europe)
f6b549dd,0,0,Curious George (USA)
f533dc13,2,0,Custom Robo GX (Japan)
0020a2ed,3,0,Cyberdrive Zoids - Kijuu no Senshi Hyuu (Japan)
c6ccca05,1,0,Dai-mahjong. (Japan)
3d644946,5,0,Daisenryaku for Game Boy Advance (Japan)
cbb8cdb8,3,0,Daisuki Teddy (Japan)
0f4b50ae,3,0,Dan Doh!! Tobase Shouri no Smile Shot (Japan)
e1d5cff1,3,0,Dan Doh!! Xi (Japan)
e2316d47,1,0,Dancing Sword - Senkou (Japan)
506780d1,1,0,"Danny Phantom - The Ultimate Enemy (Europe, English / German / Spanish)"
e1de905f,1,0,"Danny Phantom - The Ultimate Enemy (Europe, English / French / Dutch)"
1384ecea,1,0,Danny Phantom - The Ultimate Enemy (USA)
c22e7a2f,1,0,Danny Phantom - Urban Jungle (USA)
2d59c1d5,1,0,Danny Phantom - Dschungelstadt (Germany)
41a9b849,0,0,Daredevil (Europe)
4bb9420e,0,0,Daredevil (Germany)
d438347e,0,0,Daredevil (USA)
9cf479d2,0,0,Dark Eden (demo)
51beeed7,1,0,Darius R (Japan)
de5dcdee,0,0,"Dark Arena (Europe, USA)"
8e39fee9,2,0,"Dave Mirra Freestyle BMX 2 (Europe, rev. 1)"
69e89581,2,0,Dave Mirra Freestyle BMX 2 (Europe)
64b1e921,2,0,Dave Mirra Freestyle BMX 2 (USA)
8d8f26a5,2,0,"Dave Mirra Freestyle BMX 3 (Europe, USA)"
e9a34f49,1,0,David Beckham Soccer (Europe)
7e4db1cc,1,0,David Beckham Soccer (USA)
4c7375f4,1,0,Davis Cup (Europe)
82b4d89c,1,0,Davis Cup (USA)
2994de1d,0,0,Dead to Rights (Europe)
52c1826c,0,0,Dead to Rights (USA)
fe7c8402,1,0,Deadly Skies (Europe)
b6c00edb,0,0,Deal or No Deal (USA)
2e271c13,1,0,Defender (USA)
3b86fdc4,1,0,Defender (Europe)
6968959a,1,0,Defender of the Crown (Europe)
de6698fe,1,0,Defender of the Crown (USA)
1bab58bd,3,0,DemiKids - Dark Version (USA)
dc4357c4,3,0,DemiKids - Light Version (USA)
1cc36766,0,0,Demon Driver - Time to Burn Rubber! (Europe)
9374af5e,0,0,Demon Driver - Time to Burn Rubber! (USA)
134be954,0,0,Demon's Crest (prototype)
6144ec15,1,0,Denki Blocks! (Europe)
0053fd6a,1,0,Denki Blocks! (Japan)
e064107f,1,0,Denki Blocks! (USA)
fae94c8b,3,0,Densetsu no Stafy (Japan)
ea73eb54,3,0,Densetsu no Stafy 2 (Japan)
fcaf1aa8,3,0,Densetsu no Stafy 3 (Japan)
2d6e4c3b,3,0,"Densetsu no Stafy 3 (Japan, rev. 1)"
9746ef12,5,0,Derby Stallion Advance (Japan)
cc1c1405,0,0,Desert Strike Advance (USA)
51f50f7d,0,0,Deutschland Sucht den Superstar (Germany)
f5436f5d,0,0,Dexter's Laboratory - Chess Challenge (Europe)
ae61322e,0,0,Dexter's Laboratory - Chess Challenge (USA)
3e8012bf,1,0,Dexter's Laboratory - Deesaster Strikes! (Europe)
6bf168e6,1,0,"Dexter's Laboratory - Deesaster Strikes! (USA, rev. 1)"
e948d412,1,0,Dexter's Laboratory - Deesaster Strikes! (USA)
a1288427,3,0,Di Gi Charat - DigiCommunication (Japan)
a2d6cea6,2,0,Diadroids World - Evil Teikoku no Yabou (Japan)
057dc388,0,0,Diddy Kong Pilot (prototype)
1372e829,2,0,DigiCommunication 2 - Datou! Black Gemagema Dan (Japan)
ea5fc3da,1,0,Digimon - Battle Spirit (Europe)
ceef2008,1,0,Digimon - Battle Spirit (USA)
00c906a3,1,0,Digimon - Battle Spirit 2 (Europe)
c4c246ef,1,0,Digimon - Battle Spirit 2 (USA)
4f1b0157,1,0,Digimon Racing (Europe)
c50468a8,1,0,Digimon Racing (Japan)
dadd4c10,1,0,Digimon Racing (USA)
7bd01b31,1,0,"Dinotopia - The Timestone Pirates (Europe, USA)"
4a2b9e0b,0,0,"Disney Princess (Europe, USA)"
3944bd7e,0,0,Disney Princesse (France)
e21b4285,0,0,Disneys Prinzessinnen (Germany)
481e668e,0,0,Disney Principesse (Italy)
425785c8,0,0,Disney Princesas (Spain)
92c695cc,1,0,Disney Princess - Royal Adventure (Europe)
c6ad2251,1,0,Disney Princess - Royal Adventure (USA)
d6d89f81,1,0,Disney Sports - Basketball (Europe)
3911b4b6,1,0,Disney Sports - Basketball (Japan)
80ec6cf0,1,0,Disney Sports - Basketball (USA)
01413db1,1,0,Disney Sports - Football (USA)
b92e9057,1,0,Disney Sports - American Football (Japan)
72dcb4f4,1,0,Disney Sports - Motocross (Europe)
1a62d76f,1,0,Disney Sports - Motocross (Japan)
a771ad79,1,0,Disney Sports - Motocross (USA)
10c05c7b,1,0,Disney Sports - Skateboarding (Europe)
5df4a476,1,0,Disney Sports - Skateboarding (Japan)
37ffd837,1,0,Disney Sports - Skateboarding (USA)
77b7fcce,1,0,Disney Sports - Snowboarding (Europe)
bdc23a47,1,0,Disney Sports - Snowboarding (Japan)
4733693c,1,0,Disney Sports - Snowboarding (USA)
33f73199,1,0,Disney Sports - Football (Europe)
680957e7,1,0,Disney Sports - Soccer (Japan)
2f1316d2,1,0,Disney Sports - Soccer (USA)
6bb63774,1,0,"Disney's Party (Europe, USA)"
f93b73d9,3,0,DK - King of Swing (Europe)
049626d1,3,0,"DK - King of Swing (USA, demo Kiosk)"
d610b239,3,0,"DK - King of Swing (USA, Australia)"
aa8dea30,1,0,"Dogz (Europe, English)"
10ac14f9,1,0,Dogz (France)
2216fbd6,1,0,"Dogz (Europe, English / French / German / Italian)"
124f27c0,1,0,Dogz (USA)
5236473d,2,0,Dogz - Fashion (Europe)
63bd3463,2,0,Dogz - Fashion (USA)
28163523,2,0,"Dogz 2 (Europe, English)"
41ce1eed,2,0,"Dogz 2 (Europe, English / French / German / Italian)"
0e2aca9e,2,0,"Dogz 2 (USA, rev. 1)"
654df50e,3,0,Dokapon (Europe)
5617e407,3,0,Dokapon (USA)
45b3edc4,3,0,Dokapon Q - Monster Hunter! (Japan)
fe198026,2,0,Dokidoki Cooking Series 1 - Komugi-chan no Happy Cake (Japan)
08dfc956,2,0,Dokidoki Cooking Series 2 - Gourmet Kitchen - Suteki na Obentou (Japan)
a7279ed5,3,0,"Dokodemo Taikyoku - Yakuman Advance (Japan, rev. 1)"
c2424edd,3,0,Dokodemo Taikyoku - Yakuman Advance (Japan)
e743c611,3,0,Domo-kun no Fushigi Television (Japan)
4c086a5e,0,0,"Disney's Donald Duck ""Adv@nce""!*# (Europe)"
0195de8f,0,0,Disney's Donald Duck Advance (Japan)
936daab2,0,0,"Disney's Donald Duck ""Adv@nce""!*# (USA)"
500922e8,1,0,Donchan Puzzle Hanabi de Dohn Advance (Japan)
41d277fe,1,0,Donkey Kong Country (Europe)
12f7a968,1,0,Donkey Kong Country (USA)
aef11223,2,0,Donkey Kong Country 2 (Europe)
11417fc1,2,0,"Donkey Kong Country 2 (USA, Australia)"
708a6168,1,0,Donkey Kong Country 3 (Europe)
fe03e5af,1,0,"Donkey Kong Country 3 (USA, Australia)"
58c641b3,1,0,"Doom (Europe, USA)"
60cd3207,1,0,Doom II (Europe)
c885d9e9,1,0,Doom II (USA)
7b311c5c,0,0,Dora the Explorer - Dora's World Adventure! (USA)
650fdfdb,0,0,Dora the Explorer - Super Spies (USA)
528bca02,0,0,Dora the Explorer - Super Star Adventures! (Europe)
2cee050f,0,0,Dora the Explorer - Super Star Adventures! (USA)
9439541c,0,0,Dora the Explorer - The Search for the Pirate Pig's Treasure (USA)
e28afebc,2,0,Doraemon - Dokodemo Walker (Japan)
95565762,3,0,Doraemon - Midori no Wakusei Dokidoki Daikyuushutsu! (Japan)
a3330e8f,0,0,Double Dragon Advance (Japan)
764fafb5,0,0,Double Dragon Advance (USA)
b9c15f87,4,0,"Doubutsu-jima no Chobigurumi (Japan, rev. 1)"
c764cc7e,4,0,Doubutsu-jima no Chobigurumi (Japan)
16347e33,1,0,Doubutsu-jima no Chobigurumi 2 - Tama-chan Monogatari (Japan)
eb326294,0,0,Downforce (Europe)
32e9a0bd,2,0,Downtown Nekketsu Monogatari EX (Japan)
a5dbe5ae,1,0,The Cat in the Hat (Europe)
46736f58,1,0,Dr. Muto (Europe)
13adbf3b,1,0,Dr. Seuss' The Cat in the Hat (USA)
e9848d13,2,0,Dr. Sudoku (Europe)
fc003e2b,2,0,Dr. Sudoku (USA)
6c135820,1,0,Dragon Ball - Advanced Adventure (Europe)
8a06337a,1,0,Dragon Ball - Advance Adventure (Japan)
4e2cc84d,1,0,Dragon Ball - Advance Adventure (Korea)
7d7306df,1,0,Dragon Ball - Advanced Adventure (USA)
ad964a91,2,0,Dragon Ball GT - Transformation (USA)
01c1707f,2,0,Dragon Ball Z - Buu's Fury (USA)
f6124d7f,3,0,Dragon Ball Z - Collectible Card Game (USA)
b4d9572c,1,0,Dragon Ball Z - Supersonic Warriors (Europe)
9a857a70,1,0,Dragon Ball Z - Supersonic Warriors (USA)
6c0f0b86,1,0,Dragon Ball Z - Bukuu Tougeki (Japan)
e4893dd7,1,0,Dragon Ball Z - Moogongtoogeuk (Korea)
d0e79665,1,0,Dragon Ball Z - Taiketsu (Europe)
64ec07e7,1,0,Dragon Ball Z - Taiketsu (USA)
ca6e149c,1,0,Dragon Ball Z - The Legacy of Goku (Europe)
d47ccff4,1,0,Dragon Ball Z - The Legacy of Goku (USA)
20684433,2,0,Dragon Ball Z - The Legacy of Goku II (Europe)
204142e1,2,0,Dragon Ball Z - The Legacy of Goku II (USA)
b3297d59,2,0,Dragon Ball Z - The Legacy of Goku II International (Japan)
e5a571ad,3,0,Dragon Drive - World D Break (Japan)
2b077791,5,0,"Dragon Quest Characters - Torneko no Daibouken 2 Advance - Fushigi no Dungeon
			(Japan)"
c891b2a0,4,0,"Dragon Quest Characters - Torneko no Daibouken 3 Advance - Fushigi no Dungeon
			(Japan)"
3c24abcc,2,0,Dragon Quest Monsters - Caravan Heart (Japan)
8af23450,0,0,Dragon Tales - Dragon Adventures (USA)
f0ca6d70,1,0,Dragon's Rock (Europe)
63a4422e,0,0,Drake & Josh (USA)
e60ec183,0,0,Drill Dozer (USA)
b617b354,1,0,Driv3r (Europe)
6c66cfbe,1,0,Driv3r (USA)
95f2c572,1,0,Driven (Europe)
f2068738,1,0,Driven (USA)
69ee551c,1,0,Driver 2 Advance (Europe)
b24fa448,1,0,"Driver 2 Advance (Europe, prototype)"
bbe2a163,1,0,Driver 2 Advance (USA)
d6101bc0,1,0,Drome Racers (Europe)
ad356fb9,1,0,Drome Racers (USA)
f14b65ef,0,0,Droopy's Tennis Open (Europe)
484e7d56,0,0,"Droopy's Tennis Open (Europe, prototype)"
aff3a0c6,1,0,Dual Blades (USA)
522f1f51,1,0,Dual Blades (Japan)
0d32851a,3,0,Duel Masters (Japan)
4a7de98e,3,0,Duel Masters 2 - Invincible Advance (Japan)
4d6a5e1d,3,0,Duel Masters 2 - Kirifuda Shoubu Ver. (Japan)
d65e3e03,3,0,Duel Masters 3 (Japan)
2fff9ba9,1,0,Duel Masters - Sempai Legends (Europe)
1ce344ca,1,0,Duel Masters - Sempai Legends (USA)
52e0aa95,1,0,Duel Masters - Kaijudo Showdown (Europe)
804e5de2,1,0,Duel Masters - Kaijudo Showdown (USA)
9d429f3e,1,0,Duel Masters - Shadow of the Code (Europe)
94d9053d,1,0,Duel Masters - Shadow of the Code (USA)
dc7dab56,1,0,Duke Nukem Advance (Europe)
06570282,1,0,Duke Nukem Advance (USA)
298d627b,0,0,Frank Herbert's Dune - Ornithopter Assault (prototype)
26351555,3,0,Dungeons & Dragons - Eye of the Beholder (Europe)
91b16892,3,0,Dungeons & Dragons - Eye of the Beholder (USA)
74cdb37a,3,0,Dynasty Warriors Advance (Europe)
ad5a2a4e,3,0,"Dynasty Warriors Advance (USA, Australia)"
10ece4cb,0,0,E.T. - The Extra-Terrestrial (Europe)
8b082cce,0,0,E.T. - The Extra-Terrestrial (USA)
c4991d13,0,0,"Earthworm Jim (Europe, USA)"
d211e8da,0,0,Earthworm Jim 2 (Europe)
7496555c,0,0,Earthworm Jim 2 (USA)
af726026,0,0,Ecks vs Sever (Europe)
86a861f1,0,0,Ecks vs Sever (USA)
83297d13,0,0,Ecks vs Sever II - Ballistic (Europe)
0477f153,0,0,Ballistic - Ecks vs Sever (USA)
e7f6e42f,1,0,"Ed, Edd n Eddy - Jawbreakers! (Europe)"
315a9114,1,0,"Ed, Edd n Eddy - Jawbreakers! (USA, rev. 1)"
48e5a70e,1,0,"Ed, Edd n Eddy - Jawbreakers! (USA)"
baa13bc4,1,0,"Ed, Edd n Eddy - The Mis-Edventures (Europe)"
64edb487,1,0,"Ed, Edd n Eddy - The Mis-Edventures (USA)"
0b2961ce,0,0,Eggo Mania (Europe)
f4c9a628,0,0,"Eggo Mania (Europe, prototype)"
e8b15678,0,0,Egg Mania (USA)
4beab3ac,0,0,Egg Mania - Tsukande! Mawashite! Dossun Puzzle!! (Japan)
fa28bed8,1,0,Elemix! (Japan)
2d88526a,1,0,Elevator Action - Old & New (Japan)
1e107999,0,0,Elf - The Movie (Europe)
9a1f8165,0,0,Elf - The Movie (USA)
68feff40,0,0,Elf Bowling 1 & 2 (USA)
af23ffff,1,0,Enchanted - Once Upon Andalasia (USA)
bb05a63f,2,0,Eragon (Europe)
af8af2e8,2,0,Eragon (USA)
8c1afca4,2,0,Elemental Gerad - Tozasareshi Uta (Japan)
4878bbea,5,0,ESPN Final Round Golf (Europe)
c9bc75a5,5,0,ESPN Final Round Golf 2002 (USA)
28f0a921,2,0,ESPN Great Outdoor Games - Bass Tournament (Europe)
da9d815f,3,0,ESPN Great Outdoor Games - Bass 2002 (USA)
a56afbb7,1,0,ESPN International Winter Sports (Europe)
ff51a9a9,1,0,ESPN International Winter Sports 2002 (USA)
ce62f1f4,1,0,ESPN Winter X-Games Snowboarding 2 (Europe)
3c5ac0c5,2,0,ESPN Winter X-Games Snowboarding 2002 (Japan)
de9e85bf,1,0,ESPN Winter X-Games Snowboarding 2002 (USA)
2c79e3d1,1,0,ESPN X-Games Skateboarding (Europe)
7abd7e9a,1,0,ESPN X-Games Skateboarding (Japan)
9766b309,1,0,ESPN X-Games Skateboarding (USA)
748ad738,0,0,European Super League (Europe)
afbb1d35,1,0,Ever Girl (USA)
d45abf21,3,0,"EX Monopoly (Japan, rev. 1)"
916efd5b,3,0,EX Monopoly (Japan)
ab27e52a,2,0,Exciting Bass (Japan)
88cc876c,0,0,Extreme Ghostbusters - Code Ecto-1 (Europe)
e434fa06,0,0,Extreme Ghostbusters - Code Ecto-1 (USA)
58594ae9,1,0,"Disney's Extreme Skate Adventure (Europe, French / German)"
ad7bb7c8,1,0,"Disney's Extreme Skate Adventure (Europe, USA)"
7a3ef446,1,0,"Disney's Extreme Skate Adventure (USA, rev. 1)"
620784af,3,0,Eyeshield 21 - Devilbats Devildays (Japan)
d256f6f7,3,0,EZ-Talk - Shokyuu Hen 1 (Japan)
38d91a54,3,0,EZ-Talk - Shokyuu Hen 2 (Japan)
5fa07e85,3,0,EZ-Talk - Shokyuu Hen 3 (Japan)
0ca6dcf1,3,0,EZ-Talk - Shokyuu Hen 4 (Japan)
a0e8eb88,3,0,EZ-Talk - Shokyuu Hen 5 (Japan)
a8ab645d,3,0,EZ-Talk - Shokyuu Hen 6 (Japan)
1428fe1c,0,0,"F-14 Tomcat (Europe, USA)"
dbdc71e3,5,0,F-Zero - Climax (Japan)
2446b920,3,0,F-Zero - Falcon Densetsu (Japan)
bd5e9798,3,0,"F-Zero - Maximum Velocity (Europe, USA)"
f1d5601b,3,0,F-Zero - GP Legend (Europe)
781aab58,3,0,F-Zero - GP Legend (USA)
25e3fc9a,3,0,F-Zero for Game Boy Advance (Japan)
aac551fd,1,0,F1 2002 (Europe)
7dd20f33,1,0,"F1 2002 (Europe, USA)"
9387ea7c,0,0,F24 Stealth Fighter (USA)
b0533f41,0,0,The Fairly OddParents! - Enter the Cleft (USA)
9bf9ca2f,0,0,The Fairly OddParents! - Breakin' da Rules (USA)
23188cb3,0,0,The Fairly OddParents! - Shadow Showdown (Europe)
ba72e185,0,0,The Fairly OddParents! - Shadow Showdown (USA)
65e88703,0,0,Cosmo & Wanda - Wenn Elfen Helfen! - Das Schattenduell (Germany)
91e7ba6c,0,0,The Fairly OddParents! - Clash with the Anti-World (Europe)
6fd773cd,0,0,The Fairly OddParents! - Clash with the Anti-World (USA)
423b8fc5,2,0,"Famicom Mini - Dai-2-ji Super Robot Taisen (Japan, promo)"
fae4fdec,1,0,"Famicom Mini - Kidou Senshi Z Gundam - Hot Scramble (Japan, promo)"
5848884c,1,0,"Famicom Mini 01 - Super Mario Bros. (Japan, rev. 1)"
86d346af,1,0,Famicom Mini 02 - Donkey Kong (Japan)
5646f9d1,1,0,Famicom Mini 03 - Ice Climber (Japan)
319cdf36,0,0,Famicom Mini 04 - Excitebike (Japan)
114e37a1,2,0,Famicom Mini 05 - Zelda no Densetsu 1 - The Hyrule Fantasy (Japan)
3fec1606,1,0,Famicom Mini 06 - Pac-Man (Japan)
1cd1f78c,1,0,Famicom Mini 07 - Xevious (Japan)
d4b0779a,1,0,Famicom Mini 08 - Mappy (Japan)
3b92ee60,1,0,Famicom Mini 09 - Bomberman (Japan)
0958ee09,1,0,Famicom Mini 10 - Star Soldier (Japan)
9cd4d6cf,1,0,Famicom Mini 11 - Mario Bros. (Japan)
c4c03aa8,1,0,Famicom Mini 12 - Clu Clu Land (Japan)
45d299d7,1,0,Famicom Mini 13 - Balloon Fight (Japan)
6c0611f0,1,0,Famicom Mini 14 - Wrecking Crew (Japan)
e23a7ed0,1,0,Famicom Mini 15 - Dr. Mario (Japan)
57513b63,1,0,Famicom Mini 16 - Dig Dug (Japan)
3bef3b74,1,0,Famicom Mini 17 - Takahashi Meijin no Bouken-jima (Japan)
85261ec6,1,0,Famicom Mini 18 - Makai Mura (Japan)
26a17681,1,0,Famicom Mini 19 - Twin Bee (Japan)
10b48dba,1,0,Famicom Mini 20 - Ganbare Goemon! - Karakuri Douchuu (Japan)
f55674a3,1,0,Famicom Mini 21 - Super Mario Bros. 2 (Japan)
8233349c,1,0,Famicom Mini 22 - Nazo no Murasame Jou (Japan)
abeccdab,2,0,Famicom Mini 23 - Metroid (Japan)
f311edac,2,0,Famicom Mini 24 - Hikari Shinwa - Palthena no Kagami (Japan)
1cbe712a,2,0,Famicom Mini 25 - The Legend of Zelda 2 - Link no Bouken (Japan)
63b51337,1,0,"Famicom Mini 26 - Famicom Mukashibanashi - Shin Onigashima - Zen, Kouhen
			(Japan)"
3cf43405,1,0,"Famicom Mini 27 - Famicom Tantei Club - Kieta Koukeisha - Zen, Kouhen (Japan)"
75e1b220,1,0,"Famicom Mini 28 - Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo - Zen,
			Kouhen (Japan)"
012fa057,1,0,Famicom Mini 29 - Akumajou Dracula (Japan)
9ed2daeb,2,0,Famicom Mini 30 - SD Gundam World - Gachapon Senshi Scramble Wars (Japan)
ec36a3df,0,0,Family Feud (USA)
bb43c681,1,0,Family Tennis Advance (Japan)
f7a58ae8,2,0,Famista Advance (Japan)
a29a50e7,3,0,Fancy Pocket (Japan)
b30ae33d,1,0,"Fantastic 4 (Europe, English)"
88643de0,1,0,"Fantastic 4 (Europe, French / German / Dutch / Spanish)"
5d4645e1,1,0,Fantastic 4 (Italy)
ff2c6ea9,1,0,Fantastic 4 (USA)
671957af,1,0,Fantastic 4 - Flame On (Europe)
ddde4295,1,0,Fantastic 4 - Flame On (USA)
fefe25be,2,0,Fantastic Children (Japan)
ec60d573,2,0,"Fantastic Märchen - Cake-ya-san Monogatari + Doubutsu Chara Navi Uranai Kosei
			Shinri Gaku (Japan)"
3dfe6d2b,0,0,Farbe (Germany)
bf91c27d,1,0,Fear Factor Unleashed (USA)
4fd9c349,3,0,Field of Nine - Digital Edition 2001 (Japan)
be4c3cb1,1,0,"FIFA 06 (Europe, USA)"
d8c7553b,1,0,"FIFA 07 (Europe, USA)"
81f58837,1,0,"FIFA (Europe, USA)"
1abbc24f,1,0,"FIFA 2004 (Europe, USA)"
da90f396,1,0,"FIFA 2005 (Europe, USA)"
928b4e05,1,0,FightBox (Europe)
07434e3a,0,0,"FILA Decathlon (Europe, prototype)"
628355b5,1,0,FILA Decathlon (Europe)
7c9854c6,3,0,Final Fantasy I & II - Dawn of Souls (Europe)
1b39cdab,3,0,"Final Fantasy I & II - Dawn of Souls (USA, Australia)"
0f3bd723,3,0,"Final Fantasy I - II Advance (Japan, rev. 1)"
27f2bc67,3,0,Final Fantasy IV Advance (Europe)
80f1133b,3,0,"Final Fantasy IV Advance (Japan, rev. 1)"
17036e02,3,0,Final Fantasy IV Advance (Japan)
feeebde4,3,0,"Final Fantasy IV Advance (USA, Australia)"
ba5de047,4,0,Final Fantasy Tactics Advance (Europe)
a57b0034,4,0,Final Fantasy Tactics Advance (Japan)
5645e56c,4,0,"Final Fantasy Tactics Advance (USA, Australia)"
7197117e,3,0,Final Fantasy V Advance (Europe)
fc7909a7,3,0,Final Fantasy V Advance (Japan)
7a24ab0c,3,0,Final Fantasy V Advance (USA)
d15deba5,3,0,Final Fantasy VI Advance (Europe)
d67478fe,3,0,Final Fantasy VI Advance (Japan)
d708f5ab,3,0,Final Fantasy VI Advance (USA)
9dd5e6fa,1,0,Final Fight One (Europe)
c9e5e223,1,0,Final Fight One (Japan)
052c9997,1,0,Final Fight One (USA)
a0093822,5,0,Final Fire Pro Wrestling - Yume no Dantai Unei! (Japan)
3b098667,0,0,"Finding Nemo (Europe, USA)"
3e6f4f03,0,0,"Finding Nemo (Europe, Italian / Spanish)"
269af7dd,0,0,"Finding Nemo (Europe, French / Dutch)"
6b6b0908,0,0,Findet Nemo (Germany)
92197fbb,0,0,"Findet Nemo (Germany, prototype)"
f895ba2d,0,0,Finding Nemo (Japan)
4f9aca4f,0,0,"Finding Nemo - The Continuing Adventures (Europe, USA)"
4c77eda6,1,0,Finding Nemo - Aratanaru Bouken (Japan)
45bc9c37,0,0,"Finding Nemo - The Continuing Adventures (Europe, English / Italian / Spanish /
			Danish / Swedish)"
1e8cefe9,0,0,"Finding Nemo - The Continuing Adventures (Europe, French / German / Dutch)"
8698f50a,0,0,"Fire Eaters - Zero Bandits (Europe, demo)"
4a805ed1,3,0,"Fire Emblem (Europe, English / French / German)"
9decc754,3,0,"Fire Emblem (Europe, English / Italian / Spanish)"
f0c10e72,3,0,Fire Emblem - Rekka no Ken (Japan)
8146a270,3,0,"Fire Emblem - Rekka no Ken (Japan, prototype 0219)"
b40d6854,3,0,"Fire Emblem - Rekka no Ken (Japan, prototype 0206)"
2a524221,3,0,"Fire Emblem (USA, Australia)"
d38763e1,3,0,Fire Emblem - Fuuin no Tsurugi (Japan)
b3005195,3,0,Fire Emblem - The Sacred Stones (Europe)
9d76826f,3,0,Fire Emblem - Seima no Kouseki (Japan)
cd9d8972,3,0,"Fire Emblem - Seima no Kouseki (Japan, prototype)"
a47246ae,3,0,"Fire Emblem - The Sacred Stones (USA, Australia)"
12aa524c,5,0,"Fire Pro Wrestling (Europe, USA)"
0bb47e83,5,0,Fire Pro Wrestling A (Japan)
b9cfc1d3,5,0,Fire Pro Wrestling 2 (USA)
eb33477d,0,0,"Flashback Legends (France, prototype)"
39782c26,0,0,The Flintstones - Big Trouble in Bedrock (Europe)
3b09694b,0,0,The Flintstones - Big Trouble in Bedrock (USA)
62e435de,0,0,Flushed Away (Europe)
0ed5df4b,0,0,Flushed Away (USA)
94e3d277,0,0,Ford Racing 3 (Europe)
56d38756,0,0,Ford Racing 3 (USA)
47f663a0,3,0,Formation Soccer 2002 (Japan)
bee67855,0,0,"Fortress (Europe, USA)"
dee47a85,1,0,Foster's Home for Imaginary Friends (Europe)
d7c80592,1,0,Foster's Home for Imaginary Friends (USA)
a0952cd0,1,0,"Franklin the Turtle (Europe, rev. 2)"
1a2f7ee6,1,0,"Franklin the Turtle (Europe, rev. 1)"
17c48263,1,0,Franklin the Turtle (Europe)
9bb561a8,1,0,Franklin the Turtle (USA)
22e65767,1,0,Franklin's Great Adventures (Europe)
7fbf8e98,1,0,Franklin's Great Adventures (USA)
96871a23,0,0,Freekstyle (Europe)
72434345,0,0,Freekstyle (USA)
0187988f,0,0,Freestyle Scooter (Europe)
8873bd29,0,0,Frogger Advance - The Great Quest (Europe)
b75782c9,0,0,Frogger Advance - The Great Quest (USA)
9f8d58aa,1,0,Frogger's Adventures - Temple of the Frog (Europe)
2eb9eee6,1,0,Frogger's Adventures - Temple of the Frog (USA)
8acd3afc,1,0,Frogger's Adventures 2 - The Lost Wand (Europe)
27b95c01,1,0,Frogger's Adventures 2 - The Lost Wand (USA)
b1ef7532,1,0,Frogger - Mahou no Kuni no Daibouken (Japan)
6f8bfdbc,2,0,Frogger's Journey - The Forgotten Relic (USA)
6853109b,2,0,Frogger - Kodaibunmei no Nazo (Japan)
e6f5bdd5,5,0,From TV Animation One Piece - Mezase! King of Berry (Japan)
fd4ce9c8,3,0,From TV Animation One Piece - Nanatsu-jima no Daihihou (Japan)
4d6bf573,2,0,Frontier Stories (Japan)
ebf89b0d,2,0,Fruits Mura no Doubutsu-tachi (Japan)
